Customer,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
AV17528,High School or Below,9233,42600,115,0,Personal Auto,Luxury,660,Nevada,F
ZU88796,Bachelor,2448,87802,63,5,Personal Auto,Four-Door Car,173,Arizona,F
SD96596,High School or Below,18544,34087,235,0,Personal Auto,Luxury,889,Washington,F
LT98784,Master,5229,18129,69,0,Personal Auto,Four-Door Car,364,Oregon,M
OQ45659,College,41745,45431,116,0,Personal Auto,Four-Door Car,556,Arizona,F
ZS66375,Bachelor,7531,0,71,0,Personal Auto,Four-Door Car,511,California,F
EJ67407,High School or Below,8024,95191,101,0,Corporate Auto,Four-Door Car,316,Arizona,M
JD19036,Master,16261,41671,136,0,Personal Auto,SUV,570,Arizona,F
YO11701,High School or Below,8022,53231,101,0,Personal Auto,SUV,484,Oregon,M
KO73340,College,2640,77299,66,0,Personal Auto,Four-Door Car,151,Oregon,M
BV53716,High School or Below,5266,93348,65,0,Personal Auto,Four-Door Car,108,Oregon,F
CV95479,Bachelor,3362,0,107,2,Personal Auto,Four-Door Car,770,California,M
OZ97304,High School or Below,2630,0,78,1,Corporate Auto,Four-Door Car,374,Arizona,F
RE63028,High School or Below,6486,87210,81,0,Personal Auto,Four-Door Car,353,Nevada,F
LN37854,College,18399,0,73,0,Personal Auto,Four-Door Car,525,Arizona,F
MU76701,College,3921,62445,98,1,Personal Auto,Four-Door Car,681,Washington,F
VI66513,High School or Below,9688,20009,87,1,Corporate Auto,Four-Door Car,987,California,M
EB30823,College,19668,0,67,1,Personal Auto,Four-Door Car,482,California,M
DQ19343,High School or Below,5583,57925,72,1,Corporate Auto,Two-Door Car,204,California,F
SB61617,Master,8935,39910,112,0,Personal Auto,SUV,561,California,M
DY92795,Bachelor,3226,83252,80,0,Personal Auto,Four-Door Car,384,Oregon,F
WZ92405,College,7492,31723,62,0,Personal Auto,Two-Door Car,242,Nevada,F
WL21375,High School or Below,7890,0,112,3,Personal Auto,Four-Door Car,747,Arizona,F
KL83882,Bachelor,6639,72661,83,1,Personal Auto,Four-Door Car,398,Nevada,F
ET87938,College,4328,24711,62,0,Personal Auto,Two-Door Car,362,Oregon,M
EQ87425,High School or Below,6919,0,69,1,Corporate Auto,Four-Door Car,40,California,F
UM17151,Bachelor,1898,0,67,3,Personal Auto,Two-Door Car,413,California,M
MS11057,Bachelor,9587,84539,119,0,Personal Auto,Four-Door Car,65,Oregon,M
UU99893,Master,7689,42677,96,0,Personal Auto,Four-Door Car,1084,Arizona,F
FE93665,High School or Below,7897,0,72,0,Personal Auto,Two-Door Car,518,Oregon,F
AN53225,High School or Below,24672,0,76,0,Personal Auto,Two-Door Car,364,Washington,M
RL12319,High School or Below,7484,51692,186,0,Special Auto,Luxury,892,Oregon,F
AR25213,High School or Below,7282,40858,184,0,Personal Auto,Luxury,883,Arizona,M
JL15127,College,9816,37256,62,0,Personal Auto,Four-Door Car,128,Nevada,M
SD42668,Bachelor,5295,0,74,0,Personal Auto,Four-Door Car,532,Washington,M
ZG82127,Bachelor,12741,73054,106,1,Corporate Auto,SUV,419,California,F
DW37404,Bachelor,7858,20532,67,0,Personal Auto,Four-Door Car,282,California,F
XM87301,Bachelor,2397,0,66,0,Personal Auto,Four-Door Car,596,Oregon,M
TJ46491,College,5980,22946,76,0,Personal Auto,Four-Door Car,377,Oregon,F
KA98111,Bachelor,2513,22475,64,1,Personal Auto,Four-Door Car,307,Washington,M
IM15816,High School or Below,9403,79440,117,0,Personal Auto,SUV,500,Oregon,F
ZT63368,College,2618,0,74,0,Personal Auto,Four-Door Car,470,Arizona,M
VU79621,Master,8139,0,108,0,Personal Auto,Luxury,518,Oregon,M
HP20623,High School or Below,5227,70988,65,0,Personal Auto,Four-Door Car,312,California,F
RY44996,High School or Below,2677,56536,67,0,Special Auto,Four-Door Car,301,Oregon,F
YS71471,High School or Below,2685,45754,69,0,Personal Auto,Two-Door Car,333,Arizona,M
VW74085,High School or Below,5932,48278,74,0,Personal Auto,Two-Door Car,98,Oregon,F
YD76280,High School or Below,2335,22087,61,2,Personal Auto,Two-Door Car,292,Oregon,M
TL67005,High School or Below,4811,0,136,1,Corporate Auto,SUV,569,California,F
MO65595,Bachelor,3386,0,92,0,Personal Auto,Two-Door Car,571,Nevada,F
RX96438,High School or Below,2311,24400,62,0,Corporate Auto,Two-Door Car,297,Washington,F
VA65117,High School or Below,7635,0,110,0,Personal Auto,SUV,1138,Oregon,M
KG16176,College,2434,0,66,0,Personal Auto,Four-Door Car,167,Washington,F
NT79981,High School or Below,3605,13199,93,0,Personal Auto,Four-Door Car,582,Nevada,F
ES88339,Master,3337,60607,83,0,Corporate Auto,Four-Door Car,379,California,M
AD33971,Doctor,12564,0,68,0,Personal Auto,Four-Door Car,326,California,M
JR84006,High School or Below,2454,74624,62,1,Personal Auto,Four-Door Car,297,Washington,M
FN66436,College,10722,54311,90,0,Personal Auto,Two-Door Car,385,California,F
YX84828,Bachelor,5079,0,68,0,Personal Auto,Two-Door Car,326,Oregon,F
JH94846,Bachelor,3829,19240,99,0,Personal Auto,Four-Door Car,475,California,F
TX73398,Bachelor,3697,0,113,0,Personal Auto,Two-Door Car,813,Nevada,M
RX45809,College,14854,37899,187,0,Personal Auto,Luxury,246,California,M
US36532,High School or Below,4938,76283,61,0,Corporate Auto,Four-Door Car,292,Arizona,F
RN86953,High School or Below,7536,69674,62,1,Personal Auto,Two-Door Car,297,California,F
RZ50353,High School or Below,6243,57734,78,0,Personal Auto,Four-Door Car,374,California,M
QP32003,College,9983,0,93,0,Personal Auto,Four-Door Car,669,Arizona,F
WN91943,College,12948,30763,111,0,Personal Auto,Four-Door Car,1072,California,M
BR24590,Bachelor,2510,0,70,0,Personal Auto,Four-Door Car,522,Arizona,M
UI57491,Bachelor,5165,0,72,0,Personal Auto,Two-Door Car,518,California,M
UJ70796,College,7413,52130,62,0,Personal Auto,Four-Door Car,124,Oregon,F
NX32730,High School or Below,3000,77041,74,0,Personal Auto,Two-Door Car,475,California,F
OH98172,High School or Below,3188,81081,79,0,Personal Auto,Two-Door Car,224,California,F
AQ30231,Bachelor,5800,0,78,0,Personal Auto,Four-Door Car,374,California,F
MU97512,Bachelor,7398,27383,188,0,Corporate Auto,Luxury,902,Oregon,M
CO75086,College,7269,20407,95,2,Corporate Auto,Four-Door Car,36,Arizona,M
WW52683,Bachelor,5067,61067,64,1,Personal Auto,Four-Door Car,86,California,F
XO38850,College,6227,0,94,0,Personal Auto,Four-Door Car,676,Arizona,M
DB50188,College,4448,23006,113,0,Personal Auto,SUV,792,California,M
DG23204,Doctor,2595,27734,65,0,Personal Auto,Four-Door Car,193,California,F
JS64688,High School or Below,2595,48608,67,0,Personal Auto,Four-Door Car,321,Oregon,M
PU81096,Bachelor,6817,43947,61,4,Personal Auto,Four-Door Car,291,Arizona,M
IW56740,High School or Below,15519,23402,82,0,Personal Auto,Two-Door Car,393,Oregon,M
AK44985,College,3853,0,110,0,Personal Auto,SUV,792,California,F
FX55409,Master,8229,0,109,0,Personal Auto,SUV,298,Oregon,F
BK76107,High School or Below,14024,81872,115,0,Personal Auto,Four-Door Car,256,Oregon,F
AY26056,College,7948,63892,66,0,Personal Auto,Four-Door Car,90,Arizona,F
QR36329,Bachelor,2624,11822,70,0,Corporate Auto,Two-Door Car,285,Washington,F
GF70857,College,2933,0,83,0,Personal Auto,Four-Door Car,199,Nevada,M
QE46704,College,2871,94178,72,1,Personal Auto,Four-Door Car,226,Nevada,M
PD22502,Bachelor,4799,0,65,0,Personal Auto,Two-Door Car,312,California,F
XF94560,High School or Below,2305,0,62,0,Corporate Auto,Four-Door Car,297,Washington,F
HZ64168,Bachelor,40440,0,129,0,Personal Auto,SUV,1191,California,M
FT79229,Bachelor,8900,83761,111,0,Personal Auto,SUV,532,Washington,F
EI17753,High School or Below,4428,58577,110,0,Personal Auto,SUV,303,Oregon,F
EV15646,College,3781,46573,94,0,Personal Auto,Four-Door Car,77,California,M
FF38892,High School or Below,32861,49889,118,0,Personal Auto,Two-Door Car,201,California,F
PP35705,High School or Below,35862,26376,121,0,Personal Auto,SUV,580,California,M
FQ24781,Master,2574,34990,65,0,Personal Auto,Four-Door Car,42,Oregon,F
CR20811,Bachelor,10660,60642,133,0,Personal Auto,SUV,428,California,F
XT55646,Bachelor,4428,18263,117,0,Personal Auto,SUV,758,Arizona,M
JH30819,Bachelor,25674,66550,107,1,Corporate Auto,SUV,513,California,F
YV88022,High School or Below,6689,56980,84,0,Personal Auto,Two-Door Car,599,Washington,M
VF57165,High School or Below,16256,21206,136,0,Corporate Auto,Luxury,98,California,F
AZ36763,Bachelor,11834,0,85,0,Personal Auto,Four-Door Car,612,Arizona,F
FL50532,Master,8237,48866,103,0,Personal Auto,Luxury,494,Arizona,M
JP88955,High School or Below,8876,30525,115,0,Personal Auto,Luxury,368,Oregon,M
QF69163,College,4373,25676,113,0,Personal Auto,Two-Door Car,542,Washington,F
OA26316,College,2221,0,62,0,Personal Auto,Four-Door Car,699,Arizona,F
FL55134,High School or Below,10408,20228,101,1,Personal Auto,SUV,523,Nevada,M
OL48469,High School or Below,4162,0,67,3,Personal Auto,Four-Door Car,321,Nevada,M
CR86548,Master,12349,67248,102,0,Personal Auto,SUV,489,Nevada,F
XO11574,High School or Below,3399,28928,87,1,Personal Auto,Four-Door Car,192,California,M
DM34321,Master,3420,11652,89,0,Personal Auto,Two-Door Car,526,California,F
WH56217,College,8927,29136,118,0,Corporate Auto,SUV,566,Washington,M
BV55733,College,10852,67696,97,5,Corporate Auto,Two-Door Car,17,Nevada,M
PK37121,High School or Below,4369,91775,108,0,Personal Auto,SUV,256,Washington,F
EO87464,High School or Below,7915,31383,99,0,Corporate Auto,Four-Door Car,475,Oregon,M
UF49068,College,7754,0,117,0,Corporate Auto,SUV,918,California,M
CH20044,Bachelor,2241,0,65,0,Corporate Auto,Four-Door Car,312,California,F
NU57274,Bachelor,9354,0,135,0,Personal Auto,SUV,972,California,M
CV63337,Bachelor,3499,37273,88,0,Personal Auto,Two-Door Car,422,Oregon,F
GY87675,College,5140,26952,76,1,Corporate Auto,Four-Door Car,364,Oregon,M
OH93496,Bachelor,3703,0,109,0,Personal Auto,SUV,784,Arizona,M
AY99324,College,6555,21853,86,0,Personal Auto,Four-Door Car,412,Oregon,M
MR27647,High School or Below,3312,27431,85,0,Personal Auto,Four-Door Car,457,Washington,F
VQ82774,Master,16301,19614,85,0,Personal Auto,Two-Door Car,574,California,F
WT38706,Bachelor,14635,0,139,0,Personal Auto,SUV,667,Oregon,F
UI89243,Bachelor,5723,77646,71,0,Personal Auto,Four-Door Car,340,California,F
XP69351,College,2443,0,69,0,Personal Auto,Four-Door Car,124,California,M
PY64219,Master,13024,0,125,0,Personal Auto,SUV,900,California,M
QJ64737,High School or Below,6165,60884,77,0,Personal Auto,Four-Door Car,491,California,F
IU14618,High School or Below,5838,81082,73,0,Personal Auto,Four-Door Car,281,Oregon,M
HH61461,Bachelor,9971,57483,82,0,Personal Auto,Four-Door Car,540,Nevada,F
JX10102,High School or Below,3223,0,91,1,Personal Auto,Four-Door Car,655,Arizona,F
SG86615,High School or Below,14558,40260,73,0,Personal Auto,Four-Door Car,299,Oregon,M
VE47660,High School or Below,9033,30004,112,0,Personal Auto,SUV,806,Oregon,F
BZ36030,College,12590,62575,106,0,Personal Auto,Two-Door Car,508,Oregon,M
KJ52520,High School or Below,8161,45270,70,0,Personal Auto,Two-Door Car,46,Arizona,F
IK60267,Bachelor,2730,24967,69,0,Personal Auto,Two-Door Car,331,Nevada,F
NX15614,High School or Below,20294,0,73,0,Personal Auto,Two-Door Car,525,Oregon,M
JO64353,High School or Below,5301,20269,66,0,Personal Auto,Two-Door Car,475,Oregon,F
BL89983,High School or Below,9035,34337,113,0,Special Auto,Four-Door Car,542,California,F
SE64365,High School or Below,4674,35830,118,1,Corporate Auto,Four-Door Car,597,California,M
JW16295,High School or Below,10676,55510,89,0,Personal Auto,Two-Door Car,427,California,F
IC61020,High School or Below,7437,88360,185,0,Personal Auto,Luxury,929,Oregon,F
WB73140,High School or Below,5447,0,73,0,Personal Auto,Four-Door Car,350,Arizona,F
JP52554,Bachelor,15550,17449,71,0,Corporate Auto,Four-Door Car,268,California,F
QZ24527,Bachelor,33473,33190,106,0,Personal Auto,SUV,508,California,F
VB53090,Master,8013,43196,66,0,Personal Auto,Four-Door Car,1,California,M
LR49580,Bachelor,5061,59216,64,2,Personal Auto,Four-Door Car,200,Oregon,F
LH66741,Bachelor,7034,23158,63,3,Personal Auto,Four-Door Car,302,Arizona,M
IS79761,High School or Below,3815,38651,98,0,Personal Auto,Two-Door Car,470,Oregon,M
PM11577,Bachelor,8476,74001,108,3,Corporate Auto,Two-Door Car,254,Oregon,F
ZB84321,College,19690,36032,70,0,Personal Auto,Four-Door Car,336,Washington,F
QO26846,Master,3359,16891,88,0,Personal Auto,Four-Door Car,633,Oregon,F
YU55375,College,4502,0,67,0,Personal Auto,Two-Door Car,499,Oregon,M
YU83697,Bachelor,3871,0,110,0,Corporate Auto,SUV,528,Nevada,F
LQ24783,Doctor,6162,80590,76,0,Corporate Auto,Four-Door Car,104,Oregon,F
KL27226,Bachelor,6412,58776,83,2,Personal Auto,Four-Door Car,478,California,M
MR84659,College,10208,35482,129,0,Personal Auto,SUV,619,Oregon,F
GU92938,Bachelor,6943,25612,61,0,Personal Auto,Two-Door Car,292,Nevada,F
OE56979,High School or Below,9551,57016,119,0,Personal Auto,SUV,341,Oregon,F
QT13680,High School or Below,2555,25385,65,0,Corporate Auto,Four-Door Car,458,California,M
FG35165,College,2480,50516,62,0,Personal Auto,Four-Door Car,179,Washington,F
MS41043,College,7469,0,199,0,Personal Auto,Luxury,1956,Arizona,F
BB19609,College,15769,29977,133,0,Personal Auto,SUV,255,California,M
QW44027,College,22837,89384,285,0,Corporate Auto,Luxury,2052,Oregon,M
AS60178,Bachelor,2796,54655,70,1,Corporate Auto,Four-Door Car,186,Nevada,F
AP89323,College,2728,40516,70,0,Personal Auto,Four-Door Car,336,Nevada,F
TY30683,College,3527,26156,96,0,Corporate Auto,Four-Door Car,460,Oregon,F
MP16820,College,2821,70047,71,0,Personal Auto,Two-Door Car,107,Arizona,M
ZT60102,College,17790,26000,256,0,Personal Auto,Luxury,1228,Arizona,M
QX24179,Bachelor,5619,41878,71,0,Personal Auto,Four-Door Car,161,Oregon,M
RL21492,Bachelor,4984,86305,62,0,Corporate Auto,Four-Door Car,80,Arizona,M
JW44963,College,5447,55483,70,0,Personal Auto,Four-Door Car,230,Arizona,F
IT37924,College,9752,37345,82,0,Personal Auto,Four-Door Car,31,Oregon,F
XC49176,Bachelor,3193,93405,79,0,Corporate Auto,Four-Door Car,202,California,F
JK30153,Master,8566,99652,106,2,Personal Auto,SUV,406,Oregon,F
MH50997,Bachelor,20003,33901,84,1,Personal Auto,Four-Door Car,145,California,F
YJ53102,Master,3687,0,99,1,Corporate Auto,Four-Door Car,378,Oregon,F
EX80215,College,2822,0,77,0,Personal Auto,Four-Door Car,138,California,F
NI46290,College,4860,39429,62,0,Corporate Auto,Four-Door Car,102,Oregon,F
CJ78860,High School or Below,3649,0,104,0,Personal Auto,SUV,748,Oregon,M
WR88041,High School or Below,5043,35832,65,0,Personal Auto,Four-Door Car,177,Washington,M
YI70563,Bachelor,2780,88704,69,0,Personal Auto,Two-Door Car,259,California,M
XB91559,College,5274,44051,67,0,Personal Auto,Four-Door Car,321,Washington,M
LT80200,High School or Below,2693,0,74,0,Personal Auto,Four-Door Car,355,Oregon,F
DJ71217,College,21561,0,110,0,Personal Auto,SUV,792,Washington,M
PI79725,Bachelor,2569,79297,64,0,Corporate Auto,Four-Door Car,164,Oregon,F
YV23210,High School or Below,7422,23617,189,0,Personal Auto,Luxury,907,Oregon,M
BP49831,Bachelor,2926,23656,80,3,Corporate Auto,Four-Door Car,384,Washington,F
OF20965,Bachelor,7284,67780,92,0,Personal Auto,Four-Door Car,601,Nevada,F
RX25695,Bachelor,22721,26900,97,1,Personal Auto,Four-Door Car,465,Arizona,M
IO14680,Bachelor,8838,82664,114,3,Corporate Auto,SUV,133,Oregon,M
WI52672,High School or Below,13576,94153,111,0,Corporate Auto,SUV,4,California,F
YC45944,College,3885,0,105,0,Personal Auto,Four-Door Car,504,Arizona,M
FV22585,College,6960,74487,88,0,Personal Auto,Four-Door Car,16,Oregon,M
HP27902,Bachelor,23536,33747,199,0,Corporate Auto,Luxury,832,Arizona,F
TP52309,High School or Below,13752,0,131,1,Personal Auto,Luxury,628,California,M
KU54022,High School or Below,3323,12762,86,0,Corporate Auto,Two-Door Car,412,Nevada,F
FP67637,Bachelor,5380,93818,66,0,Personal Auto,Four-Door Car,248,Nevada,M
SO43919,Bachelor,14228,31650,121,0,Personal Auto,SUV,580,California,M
LH85364,High School or Below,26016,43922,83,0,Personal Auto,Four-Door Car,40,Oregon,F
AP95078,Bachelor,7855,37229,67,0,Personal Auto,Four-Door Car,321,Oregon,M
JC16991,Master,7423,36639,62,0,Personal Auto,Four-Door Car,297,Arizona,F
GG24674,High School or Below,2497,15520,66,0,Personal Auto,Two-Door Car,316,California,F
IA11038,College,8845,77077,112,0,Personal Auto,SUV,528,Oregon,F
SA88518,College,7737,50296,65,1,Personal Auto,Two-Door Car,46,Oregon,F
GO80206,Bachelor,2433,23737,62,1,Personal Auto,Four-Door Car,437,Arizona,F
GB71156,College,9156,59624,117,0,Corporate Auto,Four-Door Car,582,California,M
RU39880,Bachelor,11747,58658,74,0,Personal Auto,Two-Door Car,355,California,F
ND77597,Bachelor,11084,25542,70,0,Personal Auto,Four-Door Car,448,Oregon,M
RB70060,High School or Below,7434,51408,62,0,Personal Auto,Four-Door Car,297,California,M
BH68769,Bachelor,6347,42259,81,0,Personal Auto,Two-Door Car,529,Oregon,M
IO64256,High School or Below,2736,78889,68,0,Corporate Auto,Two-Door Car,51,Oregon,F
XU98055,College,9546,15406,124,0,Personal Auto,SUV,892,Arizona,M
HP68848,High School or Below,9165,53792,115,1,Corporate Auto,Four-Door Car,552,Arizona,F
AW84946,Bachelor,4479,36349,117,3,Personal Auto,SUV,326,Arizona,M
HE29300,College,38545,41104,109,0,Corporate Auto,SUV,440,California,M
XK99408,High School or Below,9177,29098,115,0,Personal Auto,SUV,683,California,F
RA38184,Bachelor,3444,0,93,0,Corporate Auto,Four-Door Car,7,Arizona,F
TN79733,High School or Below,16468,0,63,0,Personal Auto,Four-Door Car,685,Oregon,F
RU58277,Master,15485,72026,191,0,Corporate Auto,Luxury,554,California,F
LI10567,High School or Below,11700,0,169,0,Personal Auto,Luxury,1312,Oregon,M
JB29250,High School or Below,7573,87615,94,0,Personal Auto,Four-Door Car,451,Oregon,F
VN57368,High School or Below,7091,0,68,0,Corporate Auto,Four-Door Car,489,California,M
VT51874,High School or Below,14862,0,82,0,Personal Auto,Four-Door Car,393,Oregon,M
BC48076,Master,7783,48689,191,0,Personal Auto,Luxury,985,Washington,F
DX91931,College,10242,0,150,0,Personal Auto,SUV,1080,Washington,M
BP74289,College,7281,0,103,0,Personal Auto,SUV,494,Oregon,M
PS77478,College,6863,0,110,1,Personal Auto,SUV,792,Arizona,M
DA10870,Bachelor,6289,40675,81,2,Personal Auto,Four-Door Car,563,Arizona,M
TE60343,High School or Below,4716,25746,61,1,Corporate Auto,Four-Door Car,292,Oregon,M
XJ40322,High School or Below,5294,61687,67,0,Personal Auto,Two-Door Car,120,California,F
HJ57617,Bachelor,7685,31686,101,2,Corporate Auto,SUV,710,Oregon,M
CD95333,Bachelor,5638,20920,74,0,Personal Auto,Two-Door Car,14,California,M
CW98743,College,2554,22538,64,0,Personal Auto,Four-Door Car,423,California,F
PA80607,High School or Below,8096,85483,67,0,Personal Auto,Two-Door Car,314,Oregon,M
YC87263,Master,21312,70734,175,0,Corporate Auto,SUV,1200,Oregon,F
EB52195,College,7981,40639,67,0,Personal Auto,Four-Door Car,301,Oregon,F
VF33776,High School or Below,31269,90289,99,3,Corporate Auto,Four-Door Car,164,Nevada,F
BP23267,Bachelor,73225,39547,202,0,Personal Auto,Luxury,969,California,F
OH80943,College,2659,0,87,3,Special Auto,Four-Door Car,420,California,F
OA46321,College,15512,54833,198,3,Corporate Auto,Luxury,1396,Oregon,M
CA22248,Master,2505,60546,63,0,Personal Auto,Four-Door Car,46,Oregon,F
LK40273,College,4898,33938,64,0,Personal Auto,Four-Door Car,63,Oregon,M
LI13735,Bachelor,3113,85586,77,0,Personal Auto,Two-Door Car,13,Oregon,F
LK35963,Bachelor,17019,89601,70,0,Personal Auto,Two-Door Car,117,California,F
YK36937,College,5791,33799,74,1,Personal Auto,Four-Door Car,355,Washington,M
IY91183,Master,3683,0,100,1,Personal Auto,SUV,480,Arizona,F
RA91280,Doctor,3436,30817,88,0,Personal Auto,Four-Door Car,91,Arizona,M
LA78882,Bachelor,6297,0,189,1,Personal Auto,Luxury,1823,California,M
RO26233,College,2464,31056,63,0,Personal Auto,Four-Door Car,302,California,F
ZE79055,Bachelor,3075,65017,81,4,Personal Auto,Four-Door Car,301,California,M
OI92280,College,8428,12180,113,0,Corporate Auto,SUV,675,Oregon,F
UK62940,College,2354,0,64,0,Personal Auto,Four-Door Car,333,Oregon,M
PU41916,College,22103,0,102,0,Personal Auto,SUV,489,Oregon,M
QU75179,Bachelor,7147,87454,89,0,Personal Auto,Four-Door Car,60,California,M
PB16956,College,7842,51001,99,1,Personal Auto,Four-Door Car,291,Oregon,F
